id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,habitaciones,dormitorios,baños,sup_total,sup_cubierta,precio,moneda,price_period,título,descr,tipo_propiedad,tipo_operac,sup_fondo
sDo0tqoQsdfJVuHNpVaPnA==,Propiedad,2020-07-16,9999-12-31,2020-07-16,-34.5650326,-58.561448,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,5,3,2,290,200,330000,USD,NA,"CHALET 2 plantas. 3 dorm. QUINCHO, PARQUE, COCHERA CERRADA","EXCELENTE chalet en 2 plantas<br><br>Al frente presenta JARDN y ENTRADA de AUTO, seguida de COCHERA cerrada.<br>EN PLANTA BAJA:<br>- HALL de recepcin con TOILETTE.<br>- Hacia el costado, un gran LIVING COMEDOR. <br>- Luego, COMEDOR DIARIO, integrado a la COCINA; acceso al LAVADERO cerrado.<br>- la COCINA con sus muebles completos y salida hacia el PATIO.<br>- A continuacin, el PARQUE arbolado y un camino que nos lleva hacia el QUINCHO. ste cuenta con doble mesada, PARRILLA y TOILETTE.<br><br>EN PLANTA ALTA:<br>- DORMITORIO principal en suite con BALCN y vista hacia el parque. <br>- Luego un DORMITORIO al frente y otro hacia contrafrente. <br>- BAO completo para ambos dormitorios.<br>- Cuenta con entrada de servicio.<br>- Caldera central.<br>- Radiadores<br>- Aire Acondicionado.<br><br>LOTE: 10 x 29<br>SUPERFICIE TOTAL: 290m2<br>SUPERFICIE CUBIERTA: 172 m2 + 30 m2 (quincho) = 202 m2<br>JARDN:<br>ENTRADA DE AUTO: 5,20 x 3<br>COCHERA: 2,50 x 3<br>HALL RECEPCIN: 3 x 3,20<br>LIVING-COMEDOR: 3 x 11<br>COMEDOR DIARIO: 3,80 x 4,10<br>COCINA: 3,80 x 2,70<br>LAVADERO: 2,60 x 3,80<br>TOILETTE: 1 x 3<br>DORMITORIO SUITE: 3,50 x 4 / BAO: 1,80 x 3<br>2 DORMITORIO: 2,80 x 4 con placard<br>3 DORMITORIO: 2,80 x 4 con placard<br>BAO en comn: 2,50 x 2,20<br>PATIO: 3 x 10<br>PARQUE: 10 x 10<br>QUINCHO: 3 x 10 con bao<br><br>CONSULTE!<br>Al  /  / msj wsp: 115-051-3929 Lunes a viernes de 9:30 a 12:30 hs y de 16 a 19 hs. <br>Fbk: MATTIASSICH Propiedades / Ig: mattiassich.prop<br>Web:  / <br><br>CMSM 1373 - Ricardo Mattiassich<br>Las medidas de la propiedad y sus caractersticas aqu expresadas son aproximadas y a ratificar con la documentacin presentada por sus propietarios. .Publicado por MATTIASSICH Propiedades a traves INMOMAP",Casa,Venta,90
B3AS8KgBxnHCviFv895oGA==,Propiedad,2020-07-16,2020-11-29,2020-07-16,-34.544901,-58.538419,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,San Andres,NA,NA,5,3,2,338,200,160000,USD,NA,VENTA CASA 5 AMBIENTES C/ COCHERA EN SAN ANDRES,"Corredor Responsable: MARCELO E. SOIGET - CSI 6532Contacto: Lucas Ángel - MLS ID # 420791017-63Excelente casa de 200 m2 cubiertos sobre un lote propio de 338 m2 con jardín, pileta y cochera para varios autos con portón automático.<br>A UNA CUADRA de Av. Alcorta, lo que permite un FÁCIL y RÁPIDO acceso a Panamericana y Capital, cerca de varios medios de transporte (líneas de colectivos 111, 127, 140, 304).<br><br>Se trata de una hermosa casa que dispone de las siguientes comodidades:<br>-Living<br>-Comedor<br>-Cocina<br>-Dormitorio principal en suite con placard<br>-Dormitorio con placard<br>-Dormitorio con placard<br>-Baño completo<br>-Lavadero cubierto<br>-Patio en el fondo con parrilla<br>-Deposito guarda herramientas<br><br>COCHERA PARA VARIOS AUTOS<br><br>ALCANZA LO QUE SOÑAS<br>MUDATE A LA VIDA QUE QUERÉS<br>LLAMANOS Y LO VAMOS A VER<br><br>No dudes en consultar!!<br>Comercialización Exclusiva RE/MAX ""Líder en Servicios Inmobiliarios"".<br><br>Toda información es de carácter orientativo. Las medidas de la unidad son aproximadas, las definitivas surgirán del plano y la escritura respectiva, por lo tanto no resultan vinculantes.<br><br>""En cumplimiento de la Ley 2340 CUCICBA, Ley 10.973 de la Prov. Bs.As., Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria."" \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",Casa,Venta,138
BqXYCcmK0LQZKt/sJpHhSA==,Propiedad,2020-07-16,9999-12-31,2020-07-16,-34.5546764,-58.5839375,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,3,3,2,250,110,125000,USD,NA,VIVIENDA MULTIFAMILIAR CASA 3 amb c/garaje + DEPTO. 2 amb.,"OPORTUNIDAD! - VIVIENDA MULTIFAMILIAR<br>CASA 3 AMB. + DEPTO. 2 AMB.<br>sobre LOTE 10 x 25<br><br>Al frente presenta JARDN de 6 x 4<br>y GARAJE cubierto de 6 x 3.<br><br>CASA FRENTE:<br>- Ingreso mediante ESTAR-COMEDOR amplio, a continuacin y separada, se encuentra la COCINA, con muebles completos y salida hacia galera trasera. <br>- Pasillo de distribucin con el BAO en medio de ambos DORMITORIOS (el principal con ventana al frente y el segundo, con vista a contrafrente).<br><br>Hacia atrs, una GALERA abierta y PATIO que separa con el depto. del fondo.<br><br>SUPERFICIE CUBIERTA CASA: 80 m2<br>ESTAR-COMEDOR: 6 x 3,20<br>COCINA: 3 x 3<br>DORMITORIO PRINCIPAL: 4,70 x 3,20<br>DORMITORIO SECUNDARIO: 3 x 3<br>BAO: 2,10 x 1,50<br>GALERA: 3 x 6,70<br>PATIO: 4 x 6<br><br>DEPARTAMENTO FONDO:<br>Con entrada independiente, mediante pasillo al fondo, se ingresa a un depto. de 2 ambientes que cuenta con ESTAR-COMEDOR, COCINA separada, DORMITORIO y BAO.<br><br>ESTAR ?COMEDOR: 3 x 4<br>COCINA: 4,50 x 1,80<br>DORMITORIO: 2,60 x 3,50<br>BAO: 2 x 1,50<br><br>Slida construccin.<br>Muy buena!!!<br><br>CONSULTE!<br>Al  /  / msj wsp: 115-051-3929 Lunes a viernes de 9:30 a 12:30 hs y de 16 a 19 hs. <br>fbk: MATTIASSICH Propiedades / Ig: mattiassich.prop<br>Web:  / <br><br>MATTIASSICH Propiedades<br>CMSM 1373 - Ricardo Mattiassich<br>Las medidas de la propiedad y sus caractersticas aqu expresadas son aproximadas y a ratificar con la documentacin presentada por sus propietarios. .Publicado por MATTIASSICH Propiedades a traves INMOMAP",Casa,Venta,140
yTtwE+4ErouVLdyBciJOtw==,Propiedad,2020-07-16,9999-12-31,2020-07-16,NA,NA,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,3,4,2,257,155,165000,USD,NA,CASA MULTIFAMILIAR.. 2 PROPIEDADES DE 3 AMB. FRENTE Y FONDO,"OPORTUNIDAD!<br> VIVIENDA MULTIFAMILIAR.<br>Dos propiedades de 3 AMBIENTES sobre LOTE de 8,66 x 19.<br>CASA al frente: Impecable estado. CASA al fondo: A refaccionar.<br><br>CASA AL FRENTE: 60 m2<br>- Cuenta con ESTAR COMEDOR con COCINA integrada de 3,50 x 5. Con amplia mesada, muebles muy completos, anafe y horno empotrado.<br>- DOS DORMITORIOS de 3,40 x 3,80 y 3,90 x 3,80. Ambos con placard.<br>- BAO completo de 2,20 x 2,20.<br>- LAVADERO de 2,40 x 2,50.<br>- PATIO en medio de ambas casas, de 5 x 6.<br>- TERRAZA en su totalidad.<br><br>CASA AL FONDO: (A refaccionar) de 95 m2.<br>En PLANTA BAJA:<br>- Presenta LIVING-COMEDOR de 3,80 x 4.<br>- COCINA de 1,80 x 2.<br>- DORMITORIO de 2,80 x 4.<br>- GALERA de 2 x 6,50 y a continuacin el PATIO compartido.<br>EN PLANTA ALTA:<br>- Balcn terraza de 2 x 2,85 y HABITACIN de 4 x 8,5.<br><br>CONSULTE!<br>Al  /  / msj wsp: 115-051-3929 Lunes a viernes de 9:30 a 12:30 hs y de 16 a 19 hs.<br>Fbk: MATTIASSICH Propiedades / Ig: mattiassich.prop<br>Web:  / <br><br>MATTIASSICH Propiedades<br>CMSM 1373 - Ricardo Mattiassich<br>Las medidas de la propiedad y sus caractersticas aqu expresadas son aproximadas y a ratificar con la documentacin presentada por sus propietarios. .Publicado por MATTIASSICH Propiedades a traves INMOMAP",Casa,Venta,102
GGKhoK+kbkqnLvIoe5pRFA==,Propiedad,2020-05-25,9999-12-31,2020-05-25,-34.5566387495,-58.5645170847,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,1,NA,1,35,35,55000,USD,NA,Departamento de 1 ambiente,"Excelente departamento. Cuenta con estar con la cocina comedor incorporada con mueble bajo mesada, cocina electrica y conexion para lavarropas. Aire acondicionado Frio/Calor. Bao completo con baera. Ingresamos por el living comedor con salida a un patio al contrafrente. Balcon frances. Con renta.<br><br><br><br> .Publicado por VIVIANA VILLALOBOS NEGOCIOS INMOBILIARIOS a traves INMOMAP",Departamento,Venta,0
hlQzfMM9JR2szhxx6EJZig==,Propiedad,2020-05-25,9999-12-31,2020-05-25,-34.5566387495,-58.5645170847,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,1,NA,1,35,35,55000,USD,NA,Departamento de 1 ambiente,"Excelente departamento. Cuenta con estar con la cocina comedor incorporada con mueble bajo mesada, cocina electrica y conexion para lavarropas. Aire acondicionado Frio/Calor. Bao completo con baera. Ingresamos por el living comedor con salida a un patio al contrafrente. Balcon frances. Con renta.<br><br><br><br> .Publicado por VIVIANA VILLALOBOS NEGOCIOS INMOBILIARIOS a traves INMOMAP",Departamento,Venta,0
/4oXYnKFvKA2Kayln1A6kw==,Propiedad,2020-05-25,9999-12-31,2020-05-25,-34.5566387495,-58.5645170847,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,1,NA,1,35,35,55000,USD,NA,Departamento de 1 ambiente,"Excelente departamento. Cuenta con estar con la cocina comedor incorporada con mueble bajo mesada, cocina electrica y conexion para lavarropas. Aire acondicionado Frio/Calor. Bao completo con baera. Ingresamos por el living comedor con salida a un patio al contrafrente. Balcon frances. Con renta.<br><br><br><br> .Publicado por VIVIANA VILLALOBOS NEGOCIOS INMOBILIARIOS a traves INMOMAP",Departamento,Venta,0
dbeOIH/KzhpFNZw81sTVpQ==,Propiedad,2020-05-25,9999-12-31,2020-05-25,-34.5412671729,-58.5720403706,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,NA,NA,NA,2,1,1,60,50,110000,USD,NA,Departamento de 2 ambientes,Impecable y luminoso departamento. Ingresamos por el living comedor integrando la cocina con mueble bajo y alto mesada. Dormitorio con placard. Bao en con baera y vanitory. Lavadero cubierto. 2 Amplios balcones Excelente ubicacion y estado<br><br><br><br><br><br><br><br><br><br> .Publicado por VIVIANA VILLALOBOS NEGOCIOS INMOBILIARIOS a traves INMOMAP,Departamento,Venta,10
wyMtOspWh9sR85lpOk29Fg==,Propiedad,2020-05-25,9999-12-31,2020-05-25,-34.5501925,-58.5517522,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,2,1,2,55,47,130000,USD,NA,Departamento de 2 1/2 ambientes,Impecable y luminoso departamento en cuarto piso al frente. Ingresamos por el living comedor integrando la cocina con mueble bajo y alto mesada y conexion para lavarropas. Toilette de recepcion con vanitory. Dormitorio con vestidor y bao en suite con baera y vanitory. Amplio balcon al frente. Edificio con S.U.M. y Quincho con parrillas. Excelente ubicacion y estado<br><br> .Publicado por VIVIANA VILLALOBOS NEGOCIOS INMOBILIARIOS a traves INMOMAP,Departamento,Venta,8
W7OqWFDeoZRB5vaJufNKKA==,Propiedad,2020-05-25,9999-12-31,2020-05-25,-34.5527436006,-58.5587132061,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,2,1,2,65,60,130000,USD,NA,Departamento de 2 ambientes - COCHERA,"Impecable y luminoso departamento en sexto piso al frente. Ingresamos por el amplio living comedor semiintegrando la cocina con mueble bajo y alto mesada, conexion para lavarropas y pasaplatos desayunador. Toilette de recepcion con vanitory. Dormitorio con placard. Bao con baera y vanitory. Amplio balcon al frente. Cochera cubierta. Excelente ubicacion y estado<br><br> .Publicado por VIVIANA VILLALOBOS NEGOCIOS INMOBILIARIOS a traves INMOMAP",Departamento,Venta,5
0LJwV1jaZjhjTH/neEnBYA==,Propiedad,2020-05-25,9999-12-31,2020-05-25,-34.5655997901,-58.5691188368,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Bonich,NA,NA,3,2,1,74,70,65000,USD,NA,Departamento 3 ambientes,"Hermosos e impecables departamentos con ambientes amplios y cmodos. Ingresamos por el living comedor con salida a un balcn al frente. Cocina con mueble bajo y alto mesada, conexin para lavarropas y comedor incorporado. Pasillo distribuidor con placard empotrado. 2 dormitorios con placard y baulera. Bao completo con vanitory y baera. El edificio cuenta en el tercer piso con salon de usos multiples, quincho con cocina, parrilla y bao para aproximadamente 15 personas, y terrazas con tendederos. A 50 metros del METROBUS con multiples paradas de colectivos. Edificio de 7 aos en impecable estado. Posee un ascensor de gran tamao. Financia dueo. Con renta.<br><br> .Publicado por VIVIANA VILLALOBOS NEGOCIOS INMOBILIARIOS a traves INMOMAP",Departamento,Venta,4
/iHBLQkkYELzT3dZy78pgw==,Propiedad,2020-05-25,2020-06-01,2020-05-25,-34.5492357,-58.5588195,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,3,2,1,60,60,145000,USD,NA,Departamentos 3 Ambientes Excelente Estado,Departamento 3 Ambientes FrenteCocina Equipada.Barra Desayunadora.Living/Comedor.2 Dormitorios cuentan con Placard con interiores.Balcón.Baño Completo.Cuenta con Cochera Cubierta.Ubicación Alvear esquina Libertad Coordina una visita comunicandote al  / 9432Independencia 4857 - Villa Ballester - FALUGUE,Departamento,Venta,0
9UmkSzuRS/1nYyszRK3cXg==,Propiedad,2019-10-11,2019-11-13,2019-10-11,-34.52413177,-58.56873703,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Jose Leon Suarez,NA,NA,3,NA,3,207,160,90000,USD,NA,San Jose  1600 - U$D 90.000 - Casa en Venta,"Muy buena VIVIENDA MULTIFAMILIAR, cochera doble cubierta. En buen estado y condiciones para habitar de forma inmediata. AL FRENTE CASA de 3 ambientes, living comedor, dormitorio con placard, baño, escritorio grande (o segundo dormitorio), cocina independiente con espacio para desayunador, lavadero, segundo baño, patio, parrilla y terraza.AL FONDO DEPARTAMENTO de 2 ambientes con entrada independiente,  living comedor, cocina independiente, dormitorio con placard y baño.Toda la propiedad es muy luminosa, con excelente distribución, terraza, losa, espacio aéreo libre. Cada unidad tiene su medidor de luz, gas, y agua. A 300 metros de la terminal  de colectivos, líneas 78, 87, 111, 127 y 130, a la misma distancia también de parada de líneas de colectivo 314 y 338 (Avenida Márquez). 15 cuadras de estación José León Suarez.Apto crédito hipotecario.SarubbiProp CMCPSI 5446Acompañamos TUS SueñosInformación Adicional: Tipo de techo: LosaAire acondicionado individualTiro balanceadoGas naturalMuebles de cocinaTermotanqueABLGas natural",Casa,Venta,47
umHlkvbbqfdmzPZJ1X+X/A==,Propiedad,2019-10-11,2019-11-13,2019-10-11,-34.57176971,-58.57290268,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Billinghurst,NA,NA,3,NA,2,120,80,79900,USD,NA,Carlos Pellegrini  5600 - U$D 79.900 - Casa en Venta,"Casa APTO CREDITO HIPOTECARIO de 4 ambientes muy amplios y luminosos desarrollada en 2 plantas:PLANTA BAJA: living, cocina comedor diario, baño completo, dormitorio, lavadero, patio.PLANTA ALTA: se accede por un patio (escalera externa), 2 dormitorios amplísimos, baño completo, despensa. Por otra escalera se accesede a la terraza (la cual tiene un depósito/despensa) En muy buena ubicación, a 2 cuadras de la plaza y centro comercial de Billinghurst, de parada de líneas de colectivo 175 y 252.Información Adicional: BauleraArtefactos de cocinaCalefacciónGas naturalMuebles de cocinaABLCalefacciónGas naturalRentasSARUBBIPROP  cmcpsi 5446 Acompañamos TUS Sueños",Casa,Venta,40
JelPhzPlLGoTTi9a7kyEsQ==,Propiedad,2019-10-14,2019-12-24,2019-10-14,-34.550309,-58.550056,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,2,1,1,43,40,100000,USD,NA,DEPTO. DOS AMBIENTES ZONA CÉNTRICA DE BALLESTER,"Corredor Responsable: NORTE BIENES RAICES S.A.  Alejandro Sessarego - CPI 7383 / CSI 4496Contacto: Fernanda Ianotti - MLS ID # 91218-87<br><br>Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por ellos.<br>Departamento de dos ambientes ubicado en la zona céntrica de Villa Ballester.<br>6to piso con vista panorámica al frente.<br>La unidad cuenta con:<br>* un dormitorio con placard empotrado<br>* baño completo con bañera<br>* cocina comedor abierta al living<br>* aire frío calor en los dos ambientes<br>* balcón<br><br>Edificio todo eléctrico, posee un solo ascensor, cámaras de seguridad en el acceso principal, amplio sum totalmente equipado (mesa con sillas, parrilla, heladera y baño) con espacio cubierto y patio descubierto, terraza de uso compartido en 7mo piso.<br><br>EXPENSAS $2500.- <br> \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",Departamento,Venta,3
mB1mQtjfTdLHWHMbtQzRmg==,Propiedad,2019-10-14,2020-01-21,2019-10-14,-34.591462,-58.532595,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Lynch,NA,NA,4,3,1,326,131,175000,USD,NA,CASA EN VENTA  4 AMBIENTES VILLA LYNCH,"Corredor Responsable: FACUNDO CRUZ FARIA - CMZC 499Contacto: Vanina Ortner - MLS ID # 420251156-71<br><br>Cómoda, amplia y cálida casa de 4 ambientes ubicada en la calle Espora, en el corazón del barrio de Villa Lynch, a una cuadra de la Estación Fernández Moreno del Ferrocarril Urquiza.<br>Lote propio de 8,66 x 25.98 - Total Superficie lote 224.99 m2 aprox.<br>La casa cuenta con amplio living, cocina con comedor diario, tres dormitorios (uno de ellos con toilette) baño completo, lavadero, jardín al frente, jardín al fondo (con parrilla) y jardín de invierno. Garaje para dos autos. Amplia terraza transitable. <br>Local al frente (con baño con ducha) de 19.50 m2 aprox.<br><br>Al ingresar a la propiedad nos encontramos con un amplio living de 5.77 m x 4.05 m aprox. Cuenta con ventilador de techo, hogar a gas de 5.500 calorías. Piso de mármol. Ventanas con vista al jardín al frente. Ambiente cálido y luminoso.<br>A continuación nos encontramos con el dormitorio principal de 3.37 m x 2.65 m aprox. con gran placard empotrado. Posee estufa marca Emege, aire acondicionado frio y alfrombra en piso. El cuarto posee toilette de 1.27 m x 1.14 m aprox. Ambiente muy luminoso ya que posee una ventana con vista al jardín del frente.<br>Hall de distribución de 1.92 m x 1.72 m aprox. que conecta el baño con los otros dos dormitorios y comedor diario.<br>Baño completo de 2.00 m x 1.70 m aprox. con bañera y vanitory.<br>Dormitorio de 3.00 m x 2.35 m aprox. con placard empotrado y piso flotante. Ventana con vista al jardín de invierno.<br>Dormitorio de 2.97 m x 2.47 m aprox. con placard empotrado, piso alfombrado y ventilador de techo. Ventana con vista al jardín de invierno.<br>Comedor diario de 4.16 m x 3.11 m aprox. Cuenta con pisos de mármol y ventana con vista al jardín al frente. El ambiente posee ventilador de techo, aire acondicionado frio/calor y estufa marca Emege.<br>Cocina de 2.58 m x 1.63 m aprox. Cuenta con muebles bajo mesada, cocina a gas. Pisos de mármol. La cocina conecta con el jardín de invierno.<br>Hermoso y cómodo jardín de invierno de 8.54 m x 2.82 m aprox. Posee pileta de lavado, conexión para lavarropas, termotanque a gas y espacio baulera.                                                                                                               <br>El jardín de invierno conecta con el jardín de 8.54 m x 4.14 m aprox. Posee parrilla.<br>Terraza transitable de 91 m aprox.  Cuarto en terraza de 5.50 m x 2.89 m aprox.                 <br>Garaje de 4.82 m x 4.36 m aprox.<br><br>Todas las ventanas poseen persianas de madera y rejas.<br>Excelente ventilación y luz en toda la casa.<br>Antigüedad 40 años aprox.<br><br>Cerca de:<br>Republica del Líbano<br>Diagonal Darwin<br>Rodríguez Peña<br>Nuestra Señora del Rosario<br>Juzgado Federal de Tres de Febrero<br>Senador Bordahebere<br><br>Medios de transportes<br>Colectivos: 105, 123, 161 - Ferrocarril Urquiza, estación Fernández Moreno.<br><br>Digno de ver! Llámanos y vamos a conocerlo!<br><br>Las medidas son aproximadas y al solo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. <br><br>Esta publicidad respeta lo establecido en el art. 4 y 8 de la ley 24.240 <br>En cumplimiento de las leyes provinciales vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria.<br><br> \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",Casa,Venta,195
nRh5lq+mwoBlAR0uIp24FQ==,Propiedad,2019-10-14,2019-11-04,2019-10-14,-34.5651267823,-58.5399949551,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,San Andres,NA,NA,7,4,2,507,210,219000,USD,NA,Venta casa lote propio San Andrés,"Corredor Responsable: Gabriel Sola - CUCICBA 244 / CMCPSI 6546Contacto: Gustavo Correa - MLS ID # 420691005-137MARTILLERO:<br>GABRIEL SOLA CUCICBA 244 / CSI 6546<br><br><br>Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él.<br><br>Casa lote propio de 8,66 x 58,50 a reciclar<br>Son dos casas en block la del frente consta de 2 dormitorios, comedor, cocina, baño completo, garaje y patio. Entrada independiente<br>La del fondo consta de 2 dormitorios, cocina comedor, baño completo y amplio patio. Gran fondo arbolado y depósito. <br>Toda la propiedad tiene techos de losa para generar una gran terraza o bien seguir construyendo arriba.<br>Son 506 m2 totales de los cuales 240 m2 aproximados son cubiertos (planos aprobados por municipalidad)<br>Excelente ubicación por su proximidad a la estación San Andrés FFCC Mitre ramal José León Suarez solo 1 cuadra.<br>Posibilidad de hacer un desarrollo inmobiliario, muy buenas propiedades linderas.<br> \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",Casa,Venta,297
Xfnfo8Mei/zudbUaT53yaA==,Propiedad,2019-11-04,2020-05-12,2019-11-04,-34.550574,-58.559054,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,2,1,1,51,45,120000,USD,NA,"DEPARTAMENTO 2 AMBIENTES EN CONDOMINIO PALMARES I, VILLA BALLESTER","Departamento 2 ambientes, de 51 m2 totales, de los cuales 45 m2 son cubiertos y 6 m2 son de balcón.Ubicado en la calle Profesor Aguer 5400 entre Balcarce y Roca, localidad de Villa Ballester, partido de Gral. San Martin. A sólo 3 cuadras de la estación de Tren Villa Ballester, Ferrocarril Mitre, Ramal José León Suarez. Hay varias líneas de colectivos cerca y  nuestro recorrido, al ingresar al departamento a nuestra derecha se encuentra una espaciada cocina, la cual cuenta con muebles bajo mesada y alacena, spar y horno eléctrico. Separado de la cocina, nos encontramos con el living - comedor, que posee una linda vista abierta hacia el frente desde el balcón. Luego tenemos la habitación con placard, la cual también ventila al frente por el balcón. Y por ultimo, al lado de la habitación podemos ver el baño completo con bañera.Características constructivas:- Pisos de porcellanato.- Todas las aberturas son de doble vidrio con cámara de aire (DVH).- Griferías con cierre cerámico.- Muebles de cocina bajo mesada y alacena completa, de primerísima de calidad. Las unidades:- Generosidad de espacios, excelente iluminación con grandes ventanales y un diseño quepermite vistas privilegiadas.Amenities / Esparcimiento:- Piscina aclimatada exterior, iluminación decorativa.- Solarium.- S.U.M.- Parque de 800m2.- Gimnasio.- Sauna.- Jacuzzi.- Piscina climatizada en última planta.Expensas Octubre 2019: $ 5.200. (Incluyen ABL y AySA)La venta es con cesión de fideicomiso, no con escritura.Por visitas por favor consultar con 24 horas de anticipación. Propiedad comercializada por Horacio Raúl Pereyra, tomo 13, Folio 115, Matrícula C.M.C.P.L.P. 7186.",Departamento,Venta,6
htxnpB204P6Yfbf/d9YCTw==,Propiedad,2019-11-04,9999-12-31,2019-11-04,-34.5499379407,-58.5665539572,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,3,NA,2,65,65,92000,USD,Mensual,"Casa - Villa Ballester - Tipo Duplex tres ambientes, oportunidad!!","Lindo PH en complejo tipo Duplex!<br>Práctica distribución.<br>Planta baja: living comedor, toilette, cocina, lavadero.<br>Planta  alta : Dos dormitorios, baño completo.<br>Oportunidad!! <br><br>Altamirano propiedades
<br>60 años - 3 generaciones
<br>C.M.C.P.S.M. 2447 Alejandro Altamirano
<br>
<br>Las medidas y características expresadas son aproximadas y a corroborar con la documentación.
<br>El inventario queda sujeto a consideración del propietario.",Casa,Venta,0
hfgMxCgoifbgUlwn1WeXOA==,Propiedad,2019-11-04,9999-12-31,2019-11-04,-34.5598819,-58.5614117,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,4,2,2,158,131,255000,USD,NA,Venta Casa estilo dúplex en Villa Ballester,"Se trata de una casa de 4 ambientes en dos plantas.En la planta baja se encuentra una cocina, living, habitacion y baño. En la segunda planta tambien tendremos los mismos ambientes, sumado un pequeño balcon con lavadero y vista al patio.La propiedad cuenta con patio, quincho y parrillas. Al frente de la misma se encuentra la cochera cubierta.La casa en general esta en optimas condiciones, y se destaca por su construccion robusta y de excelente calidad, sin ningun tipo de inconvenientes estructurales.Se escuchan ofertas, permutas ofrecidas con propiedades en Villa Gesell seran altamente consideradas.Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él. En cumplimiento de la leyes provinciales vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores/asesores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria.",Casa,Venta,27
